cnae;no_cnae;uf;n_intermitentes
4221905;Manutenção de estações e redes de telecomunicações;13;0
4222701;Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação;13;0
4222702;Obras de irrigação;13;0
4223500;Construção de redes de transportes por dutos, exceto para água e esgoto;13;0
4291000;Obras portuárias, marítimas e fluviais;13;0
4292801;Montagem de estruturas metálicas;13;25
4292802;Obras de montagem industrial;13;0
4299501;Construção de instalações esportivas e recreativas;13;0
4299599;Outras obras de engenharia civil não especificadas anteriormente;13;0
4311801;Demolição de edifícios e outras estruturas;13;0
4311802;Preparação de canteiro e limpeza de terreno;13;0
4312600;Perfurações e sondagens;13;0
4313400;Obras de terraplenagem;13;4
4319300;Serviços de preparação do terreno não especificados anteriormente;13;0
4321500;Instalação e manutenção elétrica;13;226
4322301;Instalações hidráulicas, sanitárias e de gás;13;0
4322302;Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração;13;27
4322303;Instalações de sistema de prevenção contra incêndio;13;16
4329101;Instalação de painéis publicitários;13;0
4329102;Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre;13;0
4329103;Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes, exceto de fabricação própria;13;0
4329104;Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos;13;0
4329105;Tratamentos térmicos, acústicos ou de vibração;13;0
4329199;Outras obras de instalações em construções não especificadas anteriormente;13;0
4330401;Impermeabilização em obras de engenharia civil;13;0
4330402;Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material;13;0
4330403;Obras de acabamento em gesso e estuque;13;0
4330404;Serviços de pintura de edifícios em geral;13;0
4330405;Aplicação de revestimentos e de resinas em interiores e exteriores;13;0
4330499;Outras obras de acabamento da construção;13;5
4391600;Obras de fundações;13;0
4399101;Administração de obras;13;14
4399102;Montagem e desmontagem de andaimes e outras estruturas temporárias;13;0
4399103;Obras de alvenaria;13;0
4399104;Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras;13;8
4399105;Perfuração e construção de poços de água;13;0
4399199;Serviços especializados para construção não especificados anteriormente;13;5
4511101;Comércio a varejo de automóveis, camionetas e utilitários novos;13;0
4511102;Comércio a varejo de automóveis, camionetas e utilitários usados;13;0
4511103;Comércio por atacado de automóveis, camionetas e utilitários novos e usados;13;0
4511104;Comércio por atacado de caminhões novos e usados;13;0
4511105;Comércio por atacado de reboques e semi-reboques novos e usados;13;0
4511106;Comércio por atacado de ônibus e microônibus novos e usados;13;0
4512901;Representantes comerciais e agentes do comércio de veículos automotores;13;0
4512902;Comércio sob consignação de veículos automotores;13;0
4520001;Serviços de manutenção e reparação mecânica de veículos automotores;13;0
4520002;Serviços de lanternagem ou funilaria e pintura de veículos automotores;13;0
4520003;Serviços de manutenção e reparação elétrica de veículos automotores;13;0
4520004;Serviços de alinhamento e balanceamento de veículos automotores;13;0
4520005;Serviços de lavagem, lubrificação e polimento de veículos automotores;13;9
4520006;Serviços de borracharia para veículos automotores;13;0
4520007;Serviços de instalação, manutenção e reparação de acessórios para veículos automotores;13;0
4520008;Serviços de capotaria;13;0
4530701;Comércio por atacado de peças e acessórios novos para veículos automotores;13;0
4530702;Comércio por atacado de pneumáticos e câmaras-de-ar;13;0
4530703;Comércio a varejo de peças e acessórios novos para veículos automotores;13;17
4530704;Comércio a varejo de peças e acessórios usados para veículos automotores;13;0
4530705;Comércio a varejo de pneumáticos e câmaras-de-ar;13;0
4530706;Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores;13;0
4541201;Comércio por atacado de motocicletas e motonetas;13;0
4541202;Comércio por atacado de peças e acessórios para motocicletas e motonetas;13;0
4541203;Comércio a varejo de motocicletas e motonetas novas;13;0
4541204;Comércio a varejo de motocicletas e motonetas usadas;13;0
4541205;Comércio a varejo de peças e acessórios para motocicletas e motonetas (Desativado);13;0
4541206;Comércio a varejo de peças e acessórios novos para motocicletas e motonetas;13;0
4541207;Comércio a varejo de peças e acessórios usados para motocicletas e motonetas;13;0
4542101;Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios;13;0
4542102;Comércio sob consignação de motocicletas e motonetas;13;0
4543900;Manutenção e reparação de motocicletas e motonetas;13;0
4611700;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;13;0
4612500;Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos;13;0
4613300;Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens;13;0
4614100;Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves;13;0
4615000;Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico;13;0
4616800;Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem;13;0
4617600;Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo;13;0
4618401;Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria;13;0
4618402;Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares;13;0
4618403;Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações;13;0
4618499;Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;13;0
4619200;Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;13;0
4621400;Comércio atacadista de café em grão;13;0
4622200;Comércio atacadista de soja;13;0
4623101;Comércio atacadista de animais vivos;13;0
4623102;Comércio atacadista de couros, lãs, peles e outros subprodutos não-comestíveis de origem animal;13;0
4623103;Comércio atacadista de algodão;13;0
4623104;Comércio atacadista de fumo em folha não beneficiado;13;0
4623105;Comércio atacadista de cacau;13;0
4623106;Comércio atacadista de sementes, flores, plantas e gramas;13;0
4623107;Comércio atacadista de sisal;13;0
4623108;Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada;13;0
4623109;Comércio atacadista de alimentos para animais;13;0
4623199;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;13;0
4631100;Comércio atacadista de leite e laticínios;13;0
4632001;Comércio atacadista de cereais e leguminosas beneficiados;13;0
4632002;Comércio atacadista de farinhas, amidos e féculas;13;0
4632003;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada;13;0
4633801;Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos;13;0
4633802;Comércio atacadista de aves vivas e ovos;13;0
4633803;Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação;13;0
4634601;Comércio atacadista de carnes bovinas e suínas e derivados;13;0
4634602;Comércio atacadista de aves abatidas e derivados;13;0
4634603;Comércio atacadista de pescados e frutos do mar;13;0
4634699;Comércio atacadista de carnes e derivados de outros animais;13;0
4635401;Comércio atacadista de água mineral;13;0
4635402;Comércio atacadista de cerveja, chope e refrigerante;13;0
4635403;Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada;13;0
4635499;Comércio atacadista de bebidas não especificadas anteriormente;13;0
4636201;Comércio atacadista de fumo beneficiado;13;0
4636202;Comércio atacadista de cigarros, cigarrilhas e charutos;13;0
4637101;Comércio atacadista de café torrado, moído e solúvel;13;0
4637102;Comércio atacadista de açúcar;13;0
4637103;Comércio atacadista de óleos e gorduras;13;0
4637104;Comércio atacadista de pães, bolos, biscoitos e similares;13;0
4637105;Comércio atacadista de massas alimentícias;13;0
4637106;Comércio atacadista de sorvetes;13;0
4637107;Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes;13;0
4637199;Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente;13;0
4639701;Comércio atacadista de produtos alimentícios em geral;13;1
4639702;Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada;13;0
4641901;Comércio atacadista de tecidos;13;0
4641902;Comércio atacadista de artigos de cama, mesa e banho;13;0
4641903;Comércio atacadista de artigos de armarinho;13;0
4642701;Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança;13;0
4642702;Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho;13;0
4643501;Comércio atacadista de calçados;13;0
4643502;Comércio atacadista de bolsas, malas e artigos de viagem;13;0
4644301;Comércio atacadista de medicamentos e drogas de uso humano;13;0
4644302;Comércio atacadista de medicamentos e drogas de uso veterinário;13;0
4645101;Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios;13;2
4645102;Comércio atacadista de próteses e artigos de ortopedia;13;0
4645103;Comércio atacadista de produtos odontológicos;13;0
4646001;Comércio atacadista de cosméticos e produtos de perfumaria;13;1
4646002;Comércio atacadista de produtos de higiene pessoal;13;0
4647801;Comércio atacadista de artigos de escritório e de papelaria;13;0
4647802;Comércio atacadista de livros, jornais e outras publicações;13;0
4649401;Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico;13;0
4649402;Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico;13;0
4649403;Comércio atacadista de bicicletas, triciclos e outros veículos recreativos;13;0
4649404;Comércio atacadista de móveis e artigos de colchoaria;13;0
4649405;Comércio atacadista de artigos de tapeçaria, persianas e cortinas;13;0
4649406;Comércio atacadista de lustres, luminárias e abajures;13;0
4649407;Comércio atacadista de filmes, CDs, DVDs, fitas e discos;13;0
4649408;Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar;13;0
4649409;Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada;13;0
4649410;Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas;13;0
4649499;Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;13;0
4651601;Comércio atacadista de equipamentos de informática;13;0
4651602;Comércio atacadista de suprimentos para informática;13;0
4652400;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;13;0
4661300;Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário, partes e peças;13;0
4662100;Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção, partes e peças;13;0
4663000;Comércio atacadista de máquinas e equipamentos para uso industrial, partes e peças;13;0
4664800;Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar, partes e peças;13;0
4665600;Comércio atacadista de máquinas e equipamentos para uso comercial, partes e peças;13;0
4669901;Comércio atacadista de bombas e compressores, partes e peças;13;0
4669999;Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente, partes e peças;13;0
4671100;Comércio atacadista de madeira e produtos derivados;13;12
4672900;Comércio atacadista de ferragens e ferramentas;13;0
4673700;Comércio atacadista de material elétrico;13;0
4674500;Comércio atacadista de cimento;13;0
4679601;Comércio atacadista de tintas, vernizes e similares;13;0
4679602;Comércio atacadista de mármores e granitos;13;0
4679603;Comércio atacadista de vidros, espelhos e vitrais;13;0
4679604;Comércio atacadista especializado de materiais de construção não especificados anteriormente;13;0
4679699;Comércio atacadista de materiais de construção em geral;13;0
4681801;Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador re;13;0
4681802;Comércio atacadista de combustíveis realizado por transportador retalhista (TRR);13;0
4681803;Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante;13;0
4681804;Comércio atacadista de combustíveis de origem mineral em bruto;13;0
4681805;Comércio atacadista de lubrificantes;13;0
4682600;Comércio atacadista de gás liqüefeito de petróleo (GLP);13;0
4683400;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;13;0
4684201;Comércio atacadista de resinas e elastômeros;13;0
4684202;Comércio atacadista de solventes;13;0
4684299;Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente;13;0
4685100;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;13;0
4686901;Comércio atacadista de papel e papelão em bruto;13;0
4686902;Comércio atacadista de embalagens;13;0
4687701;Comércio atacadista de resíduos de papel e papelão;13;0
4687702;Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão;13;0
4687703;Comércio atacadista de resíduos e sucatas metálicos;13;0
4689301;Comércio atacadista de produtos da extração mineral, exceto combustíveis;13;0
4689302;Comércio atacadista de fios e fibras têxteis beneficiados;13;0
4689399;Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente;13;0
4691500;Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;13;0
4692300;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;13;0
4693100;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;13;147
4711301;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;13;0
4711302;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;13;0
4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;13;17
4713001;Lojas de departamentos ou magazines (Desativado);13;0
4713002;Lojas de variedades, exceto lojas de departamentos ou magazines;13;2
4713003;Lojas duty free de aeroportos internacionais (Desativado);13;0
4713004;Lojas de departamentos ou magazines, exceto lojas francas (Duty free);13;0
4713005;Lojas francas (Duty Free) de aeroportos, portos e em fronteiras terrestres;13;0
4721101;Padaria e confeitaria com predominância de produção própria (Desativado);13;0
4721102;Padaria e confeitaria com predominância de revenda;13;2
4721103;Comércio varejista de laticínios e frios;13;0
4721104;Comércio varejista de doces, balas, bombons e semelhantes;13;0
4722901;Comércio varejista de carnes - açougues;13;0
4722902;Peixaria;13;0
4723700;Comércio varejista de bebidas;13;0
4724500;Comércio varejista de hortifrutigranjeiros;13;0
4729601;Tabacaria;13;0
4729602;Comércio varejista de mercadorias em lojas de conveniência;13;0
4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;13;99
4731800;Comércio varejista de combustíveis para veículos automotores;13;0
4732600;Comércio varejista de lubrificantes;13;0
4741500;Comércio varejista de tintas e materiais para pintura;13;0
4742300;Comércio varejista de material elétrico;13;61
4743100;Comércio varejista de vidros;13;44
4744001;Comércio varejista de ferragens e ferramentas;13;0
4744002;Comércio varejista de madeira e artefatos;13;0
4744003;Comércio varejista de materiais hidráulicos;13;0
4744004;Comércio varejista de cal, areia, pedra britada, tijolos e telhas;13;0
4744005;Comércio varejista de materiais de construção não especificados anteriormente;13;0
4744006;Comércio varejista de pedras para revestimento;13;0
4744099;Comércio varejista de materiais de construção em geral;13;23
4751200;Comércio varejista especializado de equipamentos e suprimentos de informática (Desativado);13;0
4751201;Comércio varejista especializado de equipamentos e suprimentos de informática;13;1
4751202;Recarga de cartuchos para equipamentos de informática;13;0
4752100;Comércio varejista especializado de equipamentos de telefonia e comunicação;13;0
4753900;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;13;0
4754701;Comércio varejista de móveis;13;0
4754702;Comércio varejista de artigos de colchoaria;13;0
4754703;Comércio varejista de artigos de iluminação;13;0
4755501;Comércio varejista de tecidos;13;0
4755502;Comercio varejista de artigos de armarinho;13;9
4755503;Comercio varejista de artigos de cama, mesa e banho;13;0
4756300;Comércio varejista especializado de instrumentos musicais e acessórios;13;0
4757100;Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação;13;0
4759801;Comércio varejista de artigos de tapeçaria, cortinas e persianas;13;0
4759899;Comércio varejista de outros artigos de uso doméstico não especificados anteriormente;13;0
4761001;Comércio varejista de livros;13;0
4761002;Comércio varejista de jornais e revistas;13;0
4761003;Comércio varejista de artigos de papelaria;13;3
4762800;Comércio varejista de discos, CDs, DVDs e fitas;13;0
4763601;Comércio varejista de brinquedos e artigos recreativos;13;0
4763602;Comércio varejista de artigos esportivos;13;0
4763603;Comércio varejista de bicicletas e triciclos, peças e acessórios;13;0
4763604;Comércio varejista de artigos de caça, pesca e camping;13;0
4763605;Comércio varejista de embarcações e outros veículos recreativos, peças e acessórios;13;0
4771701;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;13;17
4771702;Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas;13;0
4771703;Comércio varejista de produtos farmacêuticos homeopáticos;13;0
4771704;Comércio varejista de medicamentos veterinários;13;0
4772500;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;13;0
4773300;Comércio varejista de artigos médicos e ortopédicos;13;0
4774100;Comércio varejista de artigos de óptica;13;0
4781400;Comércio varejista de artigos do vestuário e acessórios;13;166
4782201;Comércio varejista de calçados;13;0
4782202;Comércio varejista de artigos de viagem;13;0
4783101;Comércio varejista de artigos de joalheria;13;1
4783102;Comércio varejista de artigos de relojoaria;13;0
4784900;Comércio varejista de gás liqüefeito de petróleo (GLP);13;0
4785701;Comércio varejista de antigüidades;13;0
4785799;Comércio varejista de outros artigos usados;13;0
4789001;Comércio varejista de suvenires, bijuterias e artesanatos;13;0
4789002;Comércio varejista de plantas e flores naturais;13;0
4789003;Comércio varejista de objetos de arte;13;0
4789004;Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação;13;0
4789005;Comércio varejista de produtos saneantes domissanitários;13;0
4789006;Comércio varejista de fogos de artifício e artigos pirotécnicos;13;0
4789007;Comércio varejista de equipamentos para escritório;13;0
4789008;Comércio varejista de artigos fotográficos e para filmagem;13;0
4789009;Comércio varejista de armas e munições;13;0
4789099;Comércio varejista de outros produtos não especificados anteriormente;13;0
4911600;Transporte ferroviário de carga;13;0
4912401;Transporte ferroviário de passageiros intermunicipal e interestadual;13;0
4912402;Transporte ferroviário de passageiros municipal e em região metropolitana;13;0
4912403;Transporte metroviário;13;0
4921301;Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal;13;0
4921302;Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana;13;0
4922101;Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana;13;0
4922102;Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual;13;0
4922103;Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional;13;0
4923001;Serviço de táxi;13;0
4923002;Serviço de transporte de passageiros - locação de automóveis com motorista;13;0
4924800;Transporte escolar;13;0
4929901;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal;13;61
4929902;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional;13;0
4929903;Organização de excursões em veículos rodoviários próprios, municipal;13;0
4929904;Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional;13;0
4929999;Outros transportes rodoviários de passageiros não especificados anteriormente;13;0
4930201;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;13;26
4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;13;43
4930203;Transporte rodoviário de produtos perigosos;13;0
4930204;Transporte rodoviário de mudanças;13;0
4940000;Transporte dutoviário;13;0
4950700;Trens turísticos, teleféricos e similares;13;0
5011401;Transporte marítimo de cabotagem - Carga;13;0
5011402;Transporte marítimo de cabotagem - passageiros;13;0
5012201;Transporte marítimo de longo curso - Carga;13;0
5012202;Transporte marítimo de longo curso - Passageiros;13;0
5021101;Transporte por navegação interior de carga, municipal, exceto travessia;13;3
5021102;Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia;13;0
5022001;Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia;13;0
5022002;Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia;13;0
5030101;Navegação de apoio marítimo;13;0
5030102;Navegação de apoio portuário;13;0
5030103;Serviços de rebocadores e empurradores;13;0
5091201;Transporte por navegação de travessia, municipal;13;0
5091202;Transporte por navegação de travessia, intermunicipal;13;0
5099801;Transporte aquaviário para passeios turísticos;13;0
5099899;Outros transportes aquaviários não especificados anteriormente;13;0
5111100;Transporte aéreo de passageiros regular;13;0
5112901;Serviço de táxi aéreo e locação de aeronaves com tripulação;13;0
5112999;Outros serviços de transporte aéreo de passageiros não-regular;13;0
5120000;Transporte aéreo de carga;13;0
5130700;Transporte espacial;13;0
5211701;Armazéns gerais - emissão de warrant;13;0
5211702;Guarda-móveis;13;0
5211799;Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis;13;0
5212500;Carga e descarga;13;104
5221400;Concessionárias de rodovias, pontes, túneis e serviços relacionados;13;0
5222200;Terminais rodoviários e ferroviários;13;0
5223100;Estacionamento de veículos;13;0
5229001;Serviços de apoio ao transporte por táxi, inclusive centrais de chamada;13;0
5229002;Serviços de reboque de veículos;13;0
5229099;Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente;13;0
5231101;Administração da infra-estrutura portuária;13;0
5231102;Operações de terminais;13;0
5231103;Gestão de terminais aquaviários;13;0
5232000;Atividades de agenciamento marítimo;13;0
5239700;Atividades auxiliares dos transportes aquaviários não especificadas anteriormente(Desativado);13;0
5239701;Serviços de praticagem;13;0
5239799;Atividades auxiliares dos transportes aquaviários não especificadas anteriormente;13;0
5240101;Operação dos aeroportos e campos de aterrissagem;13;0
5240199;Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem;13;19
5250801;Comissaria de despachos;13;0
5250802;Atividades de despachantes aduaneiros;13;20
5250803;Agenciamento de cargas, exceto para o transporte marítimo;13;0
5250804;Organização logística do transporte de carga;13;0
5250805;Operador de transporte multimodal - OTM;13;0
5310501;Atividades do Correio Nacional;13;0
5310502;Atividades de franqueadas e permissionárias do Correio Nacional;13;0
5320201;Serviços de malote não realizados pelo Correio Nacional;13;0
5320202;Serviços de entrega rápida;13;0
5510801;Hotéis;13;15
5510802;Apart-hotéis;13;0
5510803;Motéis;13;0
5590601;Albergues, exceto assistenciais;13;0
5590602;Campings;13;0
5590603;Pensões (alojamento);13;0
5590699;Outros alojamentos não especificados anteriormente;13;0
5611201;Restaurantes e similares;13;47
5611202;Bares e outros estabelecimentos especializados em servir bebidas (Desativado);13;0
5611203;Lanchonetes, casas de chá, de sucos e similares;13;19
5611204;Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento;13;0
5611205;Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento;13;4
5612100;Serviços ambulantes de alimentação;13;1
5620101;Fornecimento de alimentos preparados preponderantemente para empresas;13;14
5620102;Serviços de alimentação para eventos e recepções - bufê;13;0
5620103;Cantinas - serviços de alimentação privativos;13;0
5620104;Fornecimento de alimentos preparados preponderantemente para consumo domiciliar;13;0
5811500;Edição de livros;13;0
5812300;Edição de jornais (Desativado);13;0
5812301;Edição de jornais diarios;13;0
5812302;Edição de jornais nao diarios;13;0
5813100;Edição de revistas;13;0
5819100;Edição de cadastros, listas e outros produtos gráficos;13;0
5821200;Edição integrada à impressão de livros;13;0
5822100;Edição integrada à impressão de jornais (Desativado);13;0
5822101;Edição integrada à impressão de jornais diarios;13;0
5822102;Edição integrada à impressão de jornais nao diarios;13;0
5823900;Edição integrada à impressão de revistas;13;0
5829800;Edição integrada à impressão de cadastros, listas e outros produtos gráficos;13;0
5911101;Estúdios cinematográficos;13;0
5911102;Produção de filmes para publicidade;13;0
5911199;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;13;0
5912001;Serviços de dublagem;13;0
5912002;Serviços de mixagem sonora em produção audiovisual;13;0
5912099;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;13;0
5913800;Distribuição cinematográfica, de vídeo e de programas de televisão;13;0
5914600;Atividades de exibição cinematográfica;13;0
5920100;Atividades de gravação de som e de edição de música;13;0
6010100;Atividades de rádio;13;0
6021700;Atividades de televisão aberta;13;0
6022501;Programadoras;13;0
6022502;Atividades relacionadas à televisão por assinatura, exceto programadoras;13;0
6110801;Serviços de telefonia fixa comutada - STFC;13;0
6110802;Serviços de redes de transporte de telecomunicações - SRTT;13;0
6110803;Serviços de comunicação multimídia - SCM;13;0
6110899;Serviços de telecomunicações por fio não especificados anteriormente;13;0
6120501;Telefonia móvel celular;13;0
6120502;Serviço móvel especializado - SME;13;0
6120599;Serviços de telecomunicações sem fio não especificados anteriormente;13;0
6130200;Telecomunicações por satélite;13;0
6141800;Operadoras de televisão por assinatura por cabo;13;0
6142600;Operadoras de televisão por assinatura por microondas;13;0
6143400;Operadoras de televisão por assinatura por satélite;13;0
6190601;Provedores de acesso às redes de comunicações;13;0
6190602;Provedores de voz sobre protocolo internet - VOIP;13;0
6190699;Outras atividades de telecomunicações não especificadas anteriormente;13;0
6201500;Desenvolvimento de programas de computador sob encomenda (Desativado);13;0
6201501;Desenvolvimento de programas de computador sob encomenda;13;0
6201502;web design;13;0
6202300;Desenvolvimento e licenciamento de programas de computador customizáveis;13;0
6203100;Desenvolvimento e licenciamento de programas de computador não-customizáveis;13;0
6204000;Consultoria em tecnologia da informação;13;0
6209100;Suporte técnico, manutenção e outros serviços em tecnologia da informação;13;43
6311900;Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet;13;0
6319400;Portais, provedores de conteúdo e outros serviços de informação na internet;13;0
6391700;Agências de notícias;13;0
6399200;Outras atividades de prestação de serviços de informação não especificadas anteriormente;13;0
6410700;Banco Central;13;0
6421200;Bancos comerciais;13;0
6422100;Bancos múltiplos, com carteira comercial;13;0
6423900;Caixas econômicas;13;0
6424701;Bancos cooperativos;13;0
6424702;Cooperativas centrais de crédito;13;0
6424703;Cooperativas de crédito mútuo;13;0
6424704;Cooperativas de crédito rural;13;0
6431000;Bancos múltiplos, sem carteira comercial;13;0
6432800;Bancos de investimento;13;0
6433600;Bancos de desenvolvimento;13;0
6434400;Agências de fomento;13;0
6435201;Sociedades de crédito imobiliário;13;0
6435202;Associações de poupança e empréstimo;13;0
6435203;Companhias hipotecárias;13;0
6436100;Sociedades de crédito, financiamento e investimento - financeiras;13;0
6437900;Sociedades de crédito ao microempreendedor;13;0
6438701;Bancos de Câmbio;13;0
6438799;Outras Instituições de Intermediação Não-Monetária não especificadas anteriormente;13;0
6440900;Arrendamento mercantil;13;0
6450600;Sociedades de capitalização;13;0
6461100;Holdings de instituições financeiras;13;0
6462000;Holdings de instituições não-financeiras;13;0
6463800;Outras sociedades de participação, exceto holdings;13;0
6470101;Fundos de investimento, exceto previdenciários e imobiliários;13;0
6470102;Fundos de investimento previdenciários;13;0
6470103;Fundos de investimento imobiliários;13;0
6491300;Sociedades de fomento mercantil - factoring;13;0
6492100;Securitização de créditos;13;0
6493000;Administração de consórcios para aquisição de bens e direitos;13;0
6499901;Clubes de investimento;13;0
6499902;Sociedades de investimento;13;0
6499903;Fundo garantidor de crédito;13;0
6499904;Caixas de financiamento de corporações;13;0
6499905;Concessão de crédito pelas OSCIP;13;0
6499999;Outras atividades de serviços financeiros não especificadas anteriormente;13;0
6511101;Seguros de vida;13;0
6511102;Planos de auxílio-funeral;13;0
6512000;Seguros não-vida;13;0
6520100;Seguros-saúde;13;0
6530800;Resseguros;13;0
6541300;Previdência complementar fechada;13;0
6542100;Previdência complementar aberta;13;0
6550200;Planos de saúde;13;0
6611801;Bolsa de valores;13;0
6611802;Bolsa de mercadorias;13;0
6611803;Bolsa de mercadorias e futuros;13;0
6611804;Administração de mercados de balcão organizados;13;0
6612601;Corretoras de títulos e valores mobiliários;13;0
6612602;Distribuidoras de títulos e valores mobiliários;13;0
6612603;Corretoras de câmbio;13;0
6612604;Corretoras de contratos de mercadorias;13;0
6612605;Agentes de investimentos em aplicações financeiras;13;0
6613400;Administração de cartões de crédito;13;0
6619301;Serviços de liquidação e custódia;13;0
6619302;Correspondentes de instituições financeiras;13;0
6619303;Representações de bancos estrangeiros;13;0
6619304;Caixas eletrônicos;13;0
6619305;Operadoras de cartões de débito;13;0
